CVEGEO,NOM_ENT,NOM_MUN,POB_TOTAL,ALTITUD,AREA,UMBRAL12H,PORCENTA_1,agua_AR,agua_FC,agua_PT,avg_impact,avg_agricultura,avg_construccion,avg_manufactura,semaforo
15018,MEXICO,CALIMAYA,68489,2697.0285714285715,10242.37899,50.0166,1.313204,0,1,7,0.9310175,0,0,2.126760563380281,
15019,MEXICO,CAPULHUAC,36921,2622.294117647059,2146.277049,56.41092,16.803528,0,1,1,0.91333336,0,0,3.169491525423729,Rojo
15020,MEXICO,COACALCO DE BERRIOZABAL,293444,2351.5,3480.999915,53.40591,46.981659,21,22,4,0.89844835,0,5.5,11.765765765765767,
15021,MEXICO,COATEPEC HARINAS,38643,2428.934426229508,28791.65905,61.80732,1.097429,2,2,2,0.8209489,0,6,1.076923076923077,Amarillo
15022,MEXICO,COCOTITLAN,15107,2274,1470.018017,53.60697,44.011494,0,1,1,0.97321445,0,0,1,Amarillo
15023,MEXICO,COYOTEPEC,40885,2273.333333333333,3965.226088,58.17267,43.792096,9,4,1,0.92221427,0,1,4.243902439024391,Rojo
15024,MEXICO,CUAUTITLAN,178847,2247.035714285714,4059.726593,54.72693,97.978238,28,17,7,0.93821424,0,8.333333333333332,111.25157232704404,
15025,MEXICO,CHALCO,400057,2295.1846153846154,22399.09333,55.27008,34.434552,12,27,3,0.8517013,0,40.25,25.80246305,Rojo
15026,MEXICO,CHAPA DE MOTA,31737,2601.891891891892,29025.32626,62.38125,2.584931,6,27,1,0.79973525,0,0,2.931034482758621,
15027,MEXICO,CHAPULTEPEC,12772,2581,1150.466618,52.21962,27.02974,5,2,1,0.97083336,0,0,21.1,
15028,MEXICO,CHIAUTLA,30045,2257.3,1993.889581,48.53286,71.433257,4,17,3,0.9477941,0,0,17.82,
15029,MEXICO,CHICOLOAPAN,200750,2286,4104.8947,46.8324,34.473324,5,24,9,0.97066534,0,2,3.089655172413793,
15030,MEXICO,CHICONCUAC,27692,2248.5,679.539932,48.41397,99.999995,3,9,0,0.940625,0,0,2.020408163265306,
15031,MEXICO,CHIMALHUACAN,705193,2250.5,5450.40778,46.1682,67.775636,19,31,1,0.98078454,0,1,4.434146341463415,
15032,MEXICO,DONATO GUERRA,37436,2257.451612903226,19055.1024,58.9563,6.641501,3,41,0,0.7676581,1,0,3,Verde
15033,MEXICO,ECATEPEC DE MORELOS,1645352,2311.6,15523.09702,51.06816,72.252067,27,94,2,0.9444134,2,19.090909090909093,42.84796313,
15034,MEXICO,ECATZINGO,10827,2349.7,5292.295127,70.29,0.582515,1,2,0,0.8075926,0,0,1,
15035,MEXICO,HUEHUETOCA,163244,2282.555555555556,11895.75712,59.0715,15.689118,4,18,1,0.90062493,0,0,24.66076696165192,
15036,MEXICO,HUEYPOXTLA,46757,2350.454545454545,23287.45838,55.75563,3.065502,17,12,0,0.9181745,0,1,52.25675675675676,
15037,MEXICO,HUIXQUILUCAN,284965,2781.4576271186443,14038.71801,62.86086,1.098201,5,2,3,0.8432204,2,10.05,114.11309523809526,
15038,MEXICO,ISIDRO FABELA,11929,2812.277777777778,7923.7572,66.03111,0.223042,1,6,1,0.7977841,0,0,1,
15039,MEXICO,IXTAPALUCA,542211,2495.086206896552,32220.80329,53.13177,9.082835,15,47,5,0.7378476,0,5.75,42.62098765432098,
15040,MEXICO,IXTAPAN DE LA SAL,36911,1918.617647058824,11462.58781,64.11015,2.567774,0,2,0,0.91018045,1,6,2.1219512195121952,
15041,MEXICO,IXTAPAN DEL ORO,6475,1794.05,9879.690089,69.05997,1.247182,1,11,1,0.7474706,0,0,1.1428571428571428,
15042,MEXICO,IXTLAHUACA,160139,2575.967741935484,33344.05776,50.74218,10.807944,2,5,1,0.96906257,0,39,21.603571428571428,Rojo
15043,MEXICO,XALATLACO,30687,2883.75,10766.67061,70.98399,1.560134,0,1,0,0.830239,0,0,1.1395348837209305,
15044,MEXICO,JALTENCO,28217,2244.5,465.8984119,56.12067,99.999998,1,3,0,0.8725,0,0,1.3953488372093024,
15045,MEXICO,JILOTEPEC,87671,2584.84375,56430.8629,64.66266,4.645753,12,20,3,0.91420734,1,11,21.62146892655367,
15046,MEXICO,JILOTZINGO,19877,2787.714285714286,11575.43479,66.61413,0.181656,0,0,0,0.7770455,7,0,1.3846153846153846,
15047,MEXICO,JIQUIPILCO,76826,2650.074074074074,27363.03209,58.28724,4.809705,0,4,6,0.8991587,0,0,1,
15048,MEXICO,JOCOTITLAN,69264,2634.5079365079364,27590.57112,54.33075,5.248152,1,4,4,0.9323359,0,3,29.21495327102804,Verde
15049,MEXICO,JOQUICINGO,15428,2599.6153846153848,4583.217897,58.79268,5.705862,4,3,1,0.86443746,0,0,1,
15050,MEXICO,JUCHITEPEC,27116,2541.689655172414,13183.54267,56.56356,2.417351,3,2,2,0.9272953,1,0,1,
15051,MEXICO,LERMA,170327,2687.898550724637,22951.36554,59.69979,35.0485,1,10,3,0.87960744,0,4.5,75.95049174356484,Rojo
15052,MEXICO,MALINALCO,28155,1621.571428571429,20902.7606,74.799,3.180313,1,4,3,0.8364942,1,3.5,1,Amarillo
15053,MEXICO,MELCHOR OCAMPO,61220,2255.2727272727275,1392.481332,54.10764,59.69898,2,4,1,0.9558036,0,1,4.589147286821706,
15054,MEXICO,METEPEC,242307,2613.913043478261,6717.53431,50.65002,7.481624,4,38,1,0.9772368,1,50.64468864468865,7.218867924528302,Verde
15055,MEXICO,MEXICALTZINGO,13807,2596.75,1165.715933,52.02666,5.468043,2,2,0,0.97500014,0,0,1.542857142857143,
15056,MEXICO,MORELOS,33164,2746.531914893617,23421.07065,58.99707,2.481492,1,5,2,0.85135055,0,6,1.1477272727272727,
15057,MEXICO,NAUCALPAN DE JUAREZ,834434,2698.0689655172414,15696.46123,63.28755,6.752317,16,65,7,0.9231157,0,48.27540106951872,77.83421642,Amarillo
15058,MEXICO,NEZAHUALCOYOTL,1077208,2242,6289.963114,49.21875,100,10,9,1,0.95868176,0,16.41025641025641,12.07833823049298,Rojo
15059,MEXICO,NEXTLALPAN,57082,2241.0714285714284,5434.486119,55.3554,99.851268,5,12,1,0.9046197,0,0,3.068181818181818,
15060,MEXICO,NICOLAS ROMERO,430601,2580.8444444444444,23107.06307,63.44307,1.230392,6,31,5,0.87059075,2,4,7.882587064676616,Amarillo
15061,MEXICO,NOPALTEPEC,10351,2418,8206.942903,50.43384,6.695407,16,2,0,0.93062496,0,0,1.810810810810811,
15062,MEXICO,OCOYOACAC,72103,2749.170731707317,13795.55421,62.23131,4.408166,2,18,3,0.81809473,2,1,55.38061798,Verde
15063,MEXICO,OCUILAN,36223,2299.8,38402.72635,77.22135,3.256612,4,2,1,0.7413787,1,0,1.0666666666666669,Amarillo
15064,MEXICO,EL ORO,36937,2751.311111111111,14613.49157,51.26751,3.289634,8,11,3,0.8812699,0,0,1.222222222222222,Verde
15065,MEXICO,OTUMBA,36331,2457.583333333333,14100.84262,49.91058,0.374309,13,3,0,0.9259979,0,0,2.315789474,
15066,MEXICO,OTZOLOAPAN,4891,1243.75,15290.31216,70.09794,1.648716,7,5,0,0.7854413,0,0,1,
15067,MEXICO,OTZOLOTEPEC,88783,2672.589743589744,11385.91172,60.13917,6.069182,1,24,0,0.90331644,0,0,1.0895522388059702,Rojo
15068,MEXICO,OZUMBA,30785,2209.2631578947367,4715.388303,65.80476,2.437976,3,0,1,0.9672697,0,1,1.08,Rojo
15069,MEXICO,PAPALOTLA,4862,2255.6666666666665,314.2178525,47.75445,60.206352,1,2,1,0.90625,0,0,1,
15070,MEXICO,LA PAZ,304088,2321.9411764705883,3684.694014,45.46728,43.985387,3,9,0,0.96910983,0,7,38.40824561403509,
15071,MEXICO,POLOTITLAN,14985,2319.655172413793,12572.92515,70.10847,9.873647,4,6,1,0.94314915,0,0,2.05,
15072,MEXICO,RAYON,15972,2591,2287.010698,49.99887,28.181443,2,3,1,0.96875,2,1,3.724637681159421,Verde
15073,MEXICO,SAN ANTONIO LA ISLA,31962,2584.1428571428573,2516.89032,50.83191,36.567112,4,5,3,0.9715908,1,0,1.0307692307692309,
15074,MEXICO,SAN FELIPE DEL PROGRESO,144924,2698.451923076923,36633.76798,51.80994,3.964594,0,6,1,0.9438496,1,0,9.114285714285714,Verde
15075,MEXICO,SAN MARTIN DE LAS PIRAMIDES,29182,2368.619047619048,6948.542721,51.65091,4.06708,2,5,0,0.8902292,0,0,7.983606557377049,
15076,MEXICO,SAN MATEO ATENCO,97418,2573,2086.969892,52.88499,21.171473,2,12,0,0.9746875,0,29.8,27.30864197530864,Rojo
15077,MEXICO,SAN SIMON DE GUERRERO,6692,1951.206896551724,13016.20601,63.49923,0.802212,4,10,0,0.75828946,0,0,1,
15078,MEXICO,SANTO TOMAS,9729,1417,10710.29624,72.68418,1.891735,3,2,0,0.7992741,0,0,1,
15079,MEXICO,SOYANIQUILPAN DE JUAREZ,14323,2370.8125,14552.67703,60.08463,5.822878,0,5,0,0.95698404,0,0,7.4375,
15080,MEXICO,SULTEPEC,24145,1729.575,56389.21172,68.83821,0.96146,1,6,0,0.80460495,0,0,1,
15081,MEXICO,TECAMAC,547503,2281.0925925925926,15584.95393,53.19,53.926859,7,55,6,0.9351958,20,13.333333333333332,53.83032128514056,Rojo
15082,MEXICO,TEJUPILCO,79282,1237.78125,66548.57058,73.54629,1.650647,2,18,1,0.8473369,2,14,1.08974359,
15083,MEXICO,TEMAMATLA,14130,2279.0689655172414,2908.544259,52.63938,10.417417,3,3,0,0.9687019,0,0,12,
15084,MEXICO,TEMASCALAPA,43593,2387.206896551724,16350.54522,54.15399,6.235537,20,9,5,0.94532806,0,0,2.4307692307692306,
15085,MEXICO,TEMASCALCINGO,66414,2508.283582089552,35376.14034,55.72368,10.769205,2,9,1,0.8872697,0,0,106.7152777777778,Rojo
15086,MEXICO,TEMASCALTEPEC,35014,2303.5454545454545,56550.35854,58.08843,1.396781,6,43,0,0.7560261,2,0,1,Amarillo
15087,MEXICO,TEMOAYA,105766,2717.890625,18523.00021,57.1761,6.602686,5,40,2,0.9287582,1,0,3.1297709923664123,Rojo
15088,MEXICO,TENANCINGO,104677,2135.983606557377,16388.21723,61.75026,4.521215,2,8,1,0.8722212,0,0,2.0545454545454547,Amarillo
15089,MEXICO,TENANGO DEL AIRE,11359,2370.88,3776.288207,53.74089,4.873656,6,1,0,0.9685081,0,6,1,
15090,MEXICO,TENANGO DEL VALLE,90518,2708.549019607843,21001.73474,50.83803,1.648526,2,4,1,0.8648328,0,10,1.2,
15091,MEXICO,TEOLOYUCAN,65459,2255.6666666666665,3084.317614,56.1051,93.18429,9,10,0,0.87245363,0,1,8.095238095238095,Rojo
15092,MEXICO,TEOTIHUACAN,58507,2304.875,8266.329236,51.61644,11.501955,1,3,2,0.9144014,0,3,12.126760563380282,
15093,MEXICO,TEPETLAOXTOC,32564,2443,17781.26431,48.97458,0.775224,4,7,3,0.8313184,0,0,11,
15094,MEXICO,TEPETLIXPA,20500,2190.96,4291.976028,67.67433,5.993268,2,3,0,0.9529513,1,0,1.0869565217391304,Verde
15095,MEXICO,TEPOTZOTLAN,103696,2358.928571428572,20577.01875,59.73957,4.976028,3,13,0,0.9008757,0,34.8,77.90196078431373,Rojo
15096,MEXICO,TEQUIXQUIAC,39489,2256.928571428572,12162.33658,58.84902,4.448379,4,10,0,0.90580666,0,24.25,1.9848484848484849,Rojo
15097,MEXICO,TEXCALTITLAN,18482,2529.457142857143,14479.39158,60.5394,1.498486,0,4,1,0.79876,2,0,1,
15098,MEXICO,TEXCALYACAC,5736,2584.4,2460.504044,56.95362,47.006062,2,2,1,0.82675,0,0,1,
15099,MEXICO,TEXCOCO,277562,2316.530612244898,42557.5198,48.87864,31.896152,2,20,0,0.7691361,1,20.8,61.827918170878455,Amarillo
15100,MEXICO,TEZOYUCA,47044,2243.5454545454545,1619.518097,48.93426,84.313078,4,5,0,0.95039064,0,0,11.85897435897436,Rojo
15101,MEXICO,TIANGUISTENCO,84259,2693.675675675676,13109.96501,67.4037,14.850659,0,3,1,0.89296734,0,1,52.33774834437086,Rojo
15102,MEXICO,TIMILPAN,16414,2677,16559.1169,63.70209,20.663886,0,6,2,0.8645119,0,0,61,Rojo
15103,MEXICO,TLALMANALCO,49196,2481.795918367347,15932.87963,61.02396,1.118881,2,2,2,0.6023315,0,0,2.032258064516129,
15104,MEXICO,TLALNEPANTLA DE BAZ,672202,2374,7986.059837,60.28614,45.780825,67,21,1,0.96663046,11,37.036231884057976,71.92441112634985,Amarillo
15105,MEXICO,TLATLAYA,31762,881.0290697674419,78588.71687,80.68203,1.558212,0,0,0,0.8446594,1,0,1.0714285714285714,
15106,MEXICO,TOLUCA,910608,2659.686956521739,42446.67011,50.92641,6.212586,4,98,12,0.93152905,0,24.86095661846496,81.15225779621106,Rojo
15107,MEXICO,TONATICO,12912,1640.3684210526317,8978.066073,64.49733,3.318404,4,4,1,0.92836535,0,7,1,
15108,MEXICO,TULTEPEC,157645,2247,2659.768427,52.98588,86.569693,2,8,0,0.95201087,0,4.5,106.66666666666669,Rojo
15109,MEXICO,TULTITLAN,516341,2283.333333333333,6562.03909,55.77399,59.428121,40,27,5,0.94569194,0,20.25,61.60294117647059,Rojo
15110,MEXICO,VALLE DE BRAVO,61590,2089.0133333333333,39851.96499,61.21611,6.35442,4,52,3,0.6979152,2,1,2.1607142857142856,Amarillo
15111,MEXICO,VILLA DE ALLENDE,53275,2562.786666666667,30777.69391,53.937,6.26347,0,2,5,0.8092452,0,0,1,Amarillo
15112,MEXICO,VILLA DEL CARBON,51498,2579.7833333333333,30133.83005,63.13383,1.395255,1,8,1,0.84276575,0,0,3.242424242424242,Verde
15113,MEXICO,VILLA GUERRERO,69086,2269.139534883721,22504.73985,59.29173,1.382753,4,7,2,0.78386515,0,2,1.0333333333333334,
15114,MEXICO,VILLA VICTORIA,108196,2683.990740740741,42230.78485,50.84253,8.453226,5,61,3,0.91716844,0,0,1.0714285714285714,Rojo
15115,MEXICO,XONACATLAN,54633,2768.619047619048,5319.657473,60.2847,5.266533,11,8,0,0.8543,2,0,4.273809523809524,Rojo
15116,MEXICO,ZACAZONAPAN,5109,1266.6363636363635,6635.291932,68.82246,1.984015,1,7,0,0.8233726,0,0,1,
15117,MEXICO,ZACUALPAN,13522,1819,29097.63232,66.46311,1.337781,3,8,0,0.8509315,0,0,1,
15118,MEXICO,ZINACANTEPEC,203872,2887.1964285714284,30871.29262,49.72455,0.818931,10,18,6,0.8522138,0,10.5,52.17777777777778,Verde
15119,MEXICO,ZUMPAHUACAN,18833,1743.6774193548388,20150.98232,68.7924,2.247756,0,1,0,0.86497873,0,0,1,
15120,MEXICO,ZUMPANGO,280455,2270.675,22214.24711,56.50398,59.046412,10,46,4,0.87912035,0,23.333333333333336,8.988235294117647,Rojo
15121,MEXICO,CUAUTITLAN IZCALLI,555163,2308.583333333333,10937.71308,57.0528,31.374612,15,50,6,0.9679038,16,17.482142857142854,74.04462268236034,Rojo
15122,MEXICO,VALLE DE CHALCO SOLIDARIDAD,391731,2242,4641.095072,49.69206,93.873446,5,12,0,0.97888505,0,3,2.147609147609148,Amarillo
15123,MEXICO,LUVIANOS,28822,1081,69971.3047,0,1.499436,1,2,1,0.7583937,0,0,1.2142857142857142,
15124,MEXICO,SAN JOSE DEL RINCON,100082,2815.937931034483,47550.40553,0,1.850075,3,14,1,0.8508172,0,0,1.1,
15125,MEXICO,TONANITLA,14883,2245.1428571428573,897.856744,0,100,1,2,0,0.9015625,0,0,1,
16001,MICHOACAN DE OCAMPO,ACUITZIO,11301,2296.6585365853657,17527.80603,69.91083,3.727586,4,2,0,0.78406036,0,0,1.051282051282051,
16002,MICHOACAN DE OCAMPO,AGUILILLA,14754,950.6015037593984,139114.7585,95.6205,3.851458,2,2,1,0.71125835,0,6,1.125,
16003,MICHOACAN DE OCAMPO,ALVARO OBREGON,23000,1839.6379310344828,15842.41098,51.51636,55.67647,3,3,0,0.90102357,0,0,7,
16004,MICHOACAN DE OCAMPO,ANGAMACUTIRO,14943,1729.5806451612902,23850.77898,60.03387,36.18571,1,2,0,0.912331,0,0,2.125,Rojo
16005,MICHOACAN DE OCAMPO,ANGANGUEO,10892,2633.1,7635.414961,55.83915,1.229171,8,13,0,0.7401367,0,0,1,
16006,MICHOACAN DE OCAMPO,APATZINGAN,126191,362.0113636363636,163281.0286,90.1494,8.778294,8,21,1,0.7394838,1,2,102.09677419354838,Verde
16007,MICHOACAN DE OCAMPO,APORO,3529,2350.923076923077,5804.279067,59.01246,1.024742,2,8,0,0.7231122,0,0,1.0625,
16008,MICHOACAN DE OCAMPO,AQUILA,24676,409.2509090909091,226043.0348,129.1248,4.559855,3,5,2,0.7409379,0,0,1,Verde
16009,MICHOACAN DE OCAMPO,ARIO,36268,1711.834586466165,69160.96819,81.54522,4.167695,4,5,1,0.7833902,2,0,1,
16010,MICHOACAN DE OCAMPO,ARTEAGA,20332,611.8219461697722,342447.7861,123.7554,4.30494,1,8,1,0.5860921,1,1,1,Amarillo
16011,MICHOACAN DE OCAMPO,BRISENAS,11681,1524.5,6718.124987,68.05044,76.501401,4,5,1,0.9638771,1,7,12.666666666666668,Rojo
16012,MICHOACAN DE OCAMPO,BUENAVISTA,45538,496.6068376068376,91751.68033,85.28895,13.544959,1,3,0,0.8466796,1,1,10.56896551724138,
16013,MICHOACAN DE OCAMPO,CARACUARO,9176,727.5580357142857,91378.6928,78.30657,1.91136,0,11,1,0.7118873,0,0,1,
16014,MICHOACAN DE OCAMPO,COAHUAYANA,17022,75.58510638297872,36449.20366,140.8248,20.394888,2,6,1,0.8380608,0,0,1.2,Amarillo
16015,MICHOACAN DE OCAMPO,COALCOMAN DE VAZQUEZ PALLARES,19633,1267.0735294117646,281555.8461,106.8831,3.362285,2,3,1,0.5877763,0,0,1.3157894736842104,
16016,MICHOACAN DE OCAMPO,COENEO,20965,2030.7209302325584,39104.81384,56.62305,23.333173,1,3,1,0.8668972,1,6,1.0069444444444444,Verde
16017,MICHOACAN DE OCAMPO,CONTEPEC,35070,2339.225,37619.95276,60.02316,11.928329,2,2,0,0.8877952,0,0,4.714285714285714,Amarillo
16018,MICHOACAN DE OCAMPO,COPANDARO,9484,1982.1333333333328,17207.37071,52.20297,63.886055,4,3,0,0.7701159,0,0,1.125,
16019,MICHOACAN DE OCAMPO,COTIJA,20198,1768.4024390243903,50168.77187,66.12444,12.954146,1,3,1,0.73384553,0,0,1.263157894736842,Verde
16020,MICHOACAN DE OCAMPO,CUITZEO,29910,1853,25260.20178,52.1199,65.90784,6,2,0,0.6959112,27,1,3.023809523809524,Amarillo
16021,MICHOACAN DE OCAMPO,CHARAPAN,13539,2325.6363636363635,23225.30866,67.48875,12.195931,4,1,0,0.8456903,0,0,1.0146520146520146,
16022,MICHOACAN DE OCAMPO,CHARO,25138,1964.7777777777776,32097.86001,61.59627,2.637213,8,4,1,0.7739628,0,6,4.222222222222222,
16023,MICHOACAN DE OCAMPO,CHAVINDA,10417,1568.5555555555557,15096.98672,63.2097,16.317525,1,3,0,0.8400839,0,0,1,
16024,MICHOACAN DE OCAMPO,CHERAN,20586,2324.6666666666665,22090.79326,64.32543,9.043273,6,3,2,0.6774231,0,2,1.0975609756097562,
16025,MICHOACAN DE OCAMPO,CHILCHOTA,40560,1892.571428571429,30258.01497,60.39396,5.429166,4,14,0,0.71631706,1,7,5.169318212721981,Verde
16026,MICHOACAN DE OCAMPO,CHINICUILA,4773,900.5607476635514,101791.5118,126.3636,5.32033,1,1,0,0.7567076,0,0,1,
16027,MICHOACAN DE OCAMPO,CHUCANDIRO,4944,1994.571428571429,19097.33313,53.79633,13.825472,3,1,1,0.8222365,0,0,1.1666666666666663,
16028,MICHOACAN DE OCAMPO,CHURINTZIO,5233,1875.25,22772.41903,63.01089,7.760747,1,12,0,0.8464196,0,0,1,
16029,MICHOACAN DE OCAMPO,CHURUMUCO,12342,481.4222222222222,110478.0632,74.34864,10.783561,1,1,1,0.64310575,51,0,1.125,Rojo
16030,MICHOACAN DE OCAMPO,ECUANDUREO,11850,1623.75,30189.77298,63.50418,23.086224,4,3,0,0.84761316,0,26,12.176470588235292,
16031,MICHOACAN DE OCAMPO,EPITACIO HUERTA,16112,2461.9156626506024,42046.84493,63.33993,8.53741,3,3,0,0.9098936,0,0,2.4285714285714284,Rojo
16032,MICHOACAN DE OCAMPO,ERONGARICUARO,15715,2164.074074074074,24244.55883,60.10254,30.985269,1,1,1,0.7178349,0,0,3.1282051282051286,Rojo
16033,MICHOACAN DE OCAMPO,GABRIEL ZAMORA,21466,640,36542.39384,91.9368,7.241498,1,1,0,0.7593475,21,0,1.0555555555555556,
16034,MICHOACAN DE OCAMPO,HIDALGO,125712,2256.914556962025,113624.7433,62.51256,1.998549,1,19,1,0.63855267,3,2.666666666666667,3.159857904085258,Rojo
16035,MICHOACAN DE OCAMPO,LA HUACANA,30627,400.0127388535032,194366.3312,80.47539,7.303145,0,2,1,0.68105286,10,6,1.039215686,Amarillo
16036,MICHOACAN DE OCAMPO,HUANDACAREO,11644,1873.5,9552.940084,55.22544,5.238607,3,4,0,0.78665626,0,0,2,
16037,MICHOACAN DE OCAMPO,HUANIQUEO,7945,2069.6428571428573,19915.97306,58.91175,8.460923,1,3,1,0.82613295,0,0,2,Verde
16038,MICHOACAN DE OCAMPO,HUETAMO,41973,417.8442367601246,204957.9555,79.45209,3.458398,1,12,0,0.77689713,10,0,1.0350877192982455,Rojo
16039,MICHOACAN DE OCAMPO,HUIRAMBA,9015,2177.3,7862.677699,60.94422,3.857428,1,1,0,0.8945775,0,0,1.2857142857142858,
16040,MICHOACAN DE OCAMPO,INDAPARAPEO,18385,2072.404255319149,17529.77885,56.91276,13.611194,3,3,0,0.838812,0,0,2.02,
16041,MICHOACAN DE OCAMPO,IRIMBO,16043,2176.906976744186,12582.87139,58.96467,12.709195,9,4,0,0.8905962,0,0,1,
16042,MICHOACAN DE OCAMPO,IXTLAN,14302,1538.8846153846157,12298.6562,67.63761,25.659447,4,2,1,0.8856546,0,0,51.07142857142857,Amarillo
16043,MICHOACAN DE OCAMPO,JACONA,68781,1644.046511627907,11787.25403,57.87891,11.427798,4,14,0,0.8643274,2,13,2.794520547945205,Amarillo
16044,MICHOACAN DE OCAMPO,JIMENEZ,12946,2010.4137931034484,19313.3368,57.27177,34.115402,10,3,0,0.88678145,0,0,1,Amarillo
16045,MICHOACAN DE OCAMPO,JIQUILPAN,36158,1824.5238095238096,24151.07064,65.00898,9.578072,4,15,0,0.92578125,0,1,5.32,
16046,MICHOACAN DE OCAMPO,JUAREZ,14936,1395.265306122449,14022.12452,66.49515,3.94427,1,2,0,0.8076603,0,0,1.0526315789473686,
16047,MICHOACAN DE OCAMPO,JUNGAPEO,19834,1634,26393.73095,65.1366,3.43421,2,3,0,0.73562056,0,0,1,
16048,MICHOACAN DE OCAMPO,LAGUNILLAS,5745,2104.1428571428573,7221.977064,57.18195,6.235852,1,2,1,0.8611681,0,0,1,
16049,MICHOACAN DE OCAMPO,MADERO,19086,1573.6112759643918,101392.8407,75.58299,1.479769,3,4,0,0.5779243,0,0,101,
16050,MICHOACAN DE OCAMPO,MARAVATIO,89311,2186.1830985915494,69290.031,56.56716,9.005553,8,7,0,0.8868435,0,6,2.133858267716536,Amarillo
16051,MICHOACAN DE OCAMPO,MARCOS CASTELLANOS,13983,1975.093023255814,23135.50253,70.14996,3.123278,5,2,0,0.9242275,0,3.5,4.932367149758454,
16052,MICHOACAN DE OCAMPO,LAZARO CARDENAS,196003,122.77142857142856,115033.5899,141.0147,9.561404,4,16,3,0.81558716,11,25.375,36.55327868852459,Amarillo
16053,MICHOACAN DE OCAMPO,MORELIA,849053,2111.660516605166,118481.388,54.3744,7.690301,9,124,9,0.8370352,2,35.72115384615385,15.991120815138284,Rojo
16054,MICHOACAN DE OCAMPO,MORELOS,7983,2256.757575757576,18208.99521,57.44142,7.872521,2,1,0,0.8501179,1,0,1.5833333333333337,
16055,MICHOACAN DE OCAMPO,MUGICA,45732,331.65384615384613,37582.15102,84.32874,13.184113,1,6,0,0.8778683,2,1,2.022222222222222,
16056,MICHOACAN DE OCAMPO,NAHUATZEN,32598,2496.4,30222.71032,69.8184,7.766003,1,3,0,0.7709465,0,0,2.028423772609819,
16057,MICHOACAN DE OCAMPO,NOCUPETARO,8196,958.9763313609468,54281.08519,74.38752,1.484437,0,6,1,0.7049935,0,0,1.125,
16058,MICHOACAN DE OCAMPO,NUEVO PARANGARICUTIRO,20981,2042.987012987013,23363.24341,100.467,2.598605,1,2,0,0.69300747,0,0,1.2969696969696969,
16059,MICHOACAN DE OCAMPO,NUEVO URECHO,9027,788.6842105263158,32870.40213,89.75565,6.11093,1,2,0,0.75154346,0,0,1.2969696969696969,
16060,MICHOACAN DE OCAMPO,NUMARAN,9437,1708.3,7631.830946,63.0441,23.996426,2,3,0,0.95500004,2,0,1.25,Rojo
16061,MICHOACAN DE OCAMPO,OCAMPO,24774,2458.243902439024,14137.76051,59.91003,3.923622,9,2,0,0.7887711,3,0,3.2459016393442623,
16062,MICHOACAN DE OCAMPO,PAJACUARAN,21028,1560.5238095238096,16910.3405,67.72023,63.638435,2,4,1,0.8923987,0,0,1.125,
16063,MICHOACAN DE OCAMPO,PANINDICUARO,14889,1834.4545454545453,28719.30516,60.0858,6.51921,9,4,0,0.8576266,0,0,51.125,
16064,MICHOACAN DE OCAMPO,PARACUARO,26832,431.5104166666667,50091.51746,88.40745,9.295182,1,3,0,0.8945136,0,0,2,Verde
16065,MICHOACAN DE OCAMPO,PARACHO,39657,2281.2380952380954,24261.4509,76.04289,28.560343,1,2,1,0.7890959,0,0,1.0326086956521738,
16066,MICHOACAN DE OCAMPO,PATZCUARO,98382,2238.1052631578946,43591.8332,61.20045,24.709934,1,8,3,0.7833052,2,10,28.1015625,Rojo
16067,MICHOACAN DE OCAMPO,PENJAMILLO,16621,1743.1833333333334,36852.31864,62.52444,12.330527,3,3,0,0.8803097,0,0,1.6,Rojo
16068,MICHOACAN DE OCAMPO,PERIBAN,29389,1616.5,32981.96575,81.12924,4.182804,4,9,0,0.87207806,0,0,1.9523809523809528,Rojo
16069,MICHOACAN DE OCAMPO,LA PIEDAD,106490,1720.0694444444443,28253.74628,67.53258,14.361106,13,26,6,0.9196158,0,6,6.718120805369128,Rojo
16070,MICHOACAN DE OCAMPO,PUREPERO,15503,2080.25,19133.05578,69.95655,3.969046,8,6,0,0.8452485,0,7,1.4,
16071,MICHOACAN DE OCAMPO,PURUANDIRO,69260,1941.517857142857,71364.31051,60.23556,9.430486,5,9,1,0.88014585,0,1,1.1,Verde
16072,MICHOACAN DE OCAMPO,QUERENDARO,13961,2252.595238095238,23333.16302,58.32531,10.450749,4,3,0,0.7307462,0,0,7.086956521739131,Amarillo
16073,MICHOACAN DE OCAMPO,QUIROGA,27176,2161.9473684210525,21197.62809,56.11842,25.789197,1,3,2,0.74802893,1,6,3.0163170163170165,Rojo
16074,MICHOACAN DE OCAMPO,COJUMATLAN DE REGULES,10553,1748.4117647058824,13013.54778,68.86485,3.659951,1,2,0,0.903578,1,0,3.161290322580645,Amarillo
16075,MICHOACAN DE OCAMPO,LOS REYES,78935,1934.0666666666664,47786.63851,69.82479,4.32968,4,1,1,0.7820934,0,4,3.0392156862745097,
16076,MICHOACAN DE OCAMPO,SAHUAYO,78477,1707.878787878788,12718.52341,65.78091,13.151444,0,15,1,0.9222224,0,1,64.22645348837209,
16077,MICHOACAN DE OCAMPO,SAN LUCAS,17677,340.3402062,46627.4622,82.54323,6.916029,3,7,0,0.8239146,2,0,1,
16078,MICHOACAN DE OCAMPO,SANTA ANA MAYA,12812,1876,10334.37767,55.22211,32.124504,1,6,0,0.88900566,3,0,1.0454545454545454,
